aac_pssm0,aac_pssm1,aac_pssm2,aac_pssm3,aac_pssm4,aac_pssm5,aac_pssm6,aac_pssm7,aac_pssm8,aac_pssm9,aac_pssm10,aac_pssm11,aac_pssm12,aac_pssm13,aac_pssm14,aac_pssm15,aac_pssm16,aac_pssm17,aac_pssm18,aac_pssm19,target
-0.741071429,-1.178571429,-1.089285714,-0.982142857,-1.21875,-0.785714286,-0.946428571,-1.5625,-0.651785714,-1.299107143,-1.433035714,-0.696428571,-0.785714286,-1.209821429,-1.125,-0.772321429,-0.700892857,-1.486607143,-1.017857143,-0.959821429,1
-0.313364055,-0.737327189,-0.486175115,-0.947004608,-0.6359447,-0.47235023,-0.532258065,-1.036866359,-0.407834101,-0.576036866,-0.960829493,-0.463133641,-0.426267281,-0.857142857,-1.269585253,-0.297235023,-0.375576037,-1.894009217,-0.781105991,-0.702764977,1
-0.345454545,-0.863636364,-0.984848485,-1.127272727,-1.403030303,-0.818181818,-0.918181818,-1.503030303,-0.866666667,-0.890909091,-0.912121212,-0.915151515,-0.593939394,-1.527272727,-1.496969697,-0.451515152,-0.684848485,-2.424242424,-1.281818182,-0.86969697,1
-1.212765957,-1.800327332,-1.302782324,-1.693944354,-2.862520458,-1.368248773,-1.525368249,-2.705400982,-1.376432079,-1.435351882,-1.595744681,-1.533551555,-1.368248773,-1.549918167,-2.589198036,-1.052373159,-0.772504092,-2.387888707,-1.112929624,-1.346972177,1
-0.7100271,-0.761517615,-0.74796748,-0.834688347,-1.849593496,-0.735772358,-0.766937669,-1.386178862,-0.281842818,-0.93902439,-0.826558266,-0.887533875,-0.722222222,-0.849593496,-1.208672087,-0.562330623,-0.577235772,-1.535230352,-0.596205962,-0.787262873,1
-0.467625899,-0.990407674,-0.673860911,-0.79616307,-0.935251799,-0.776978417,-0.604316547,-1.215827338,-0.604316547,-0.621103118,-0.851318945,-0.529976019,-0.436450839,-1,-1.407673861,-0.42206235,-0.611510791,-2.103117506,-0.856115108,-0.611510791,1
-0.037344398,-0.726141079,-0.908713693,-0.960580913,-1.099585062,-0.765560166,-0.705394191,-1.020746888,-0.636929461,-0.680497925,-0.883817427,-0.769709544,-0.414937759,-1.246887967,-1.03526971,-0.512448133,-0.470954357,-2.118257261,-1.197095436,-0.562240664,1
-0.894736842,-1.035087719,-1.587719298,-2.526315789,-1.903508772,-0.964912281,-1.99122807,-2.412280702,-1.447368421,-1.333333333,-1.263157895,-0.798245614,-1.00877193,-1.877192982,-1.48245614,-0.50877193,-0.307017544,-2.912280702,-2.447368421,-1.122807018,1
-0.372277228,-0.596039604,-0.089108911,-0.720792079,-1.534653465,0.328712871,-0.451485149,-1.158415842,-0.051485149,-1.2,-1.201980198,-0.605940594,-0.136633663,-1.611881188,0.128712871,0.447524752,0.059405941,-2.316831683,-1.356435644,-1.041584158,1
-0.684027778,-0.59375,-0.524305556,-0.868055556,-1.586805556,0.274305556,-0.402777778,-1.815972222,-0.472222222,-0.600694444,-1.010416667,-0.416666667,0.013888889,-1.375,-2.361111111,-0.440972222,-0.53125,-2.430555556,-1.260416667,-0.840277778,1
-0.707434053,-0.788968825,-0.541966427,-0.208633094,-2.462829736,-0.503597122,-0.043165468,-1.534772182,-0.676258993,-1.1558753,-1.285371703,-0.09352518,-1.050359712,-1.227817746,-0.815347722,-0.429256595,-0.592326139,-2.107913669,-1.074340528,-1.045563549,1
-2.030555556,-1.783333333,-2.325,-2.35,-2.672222222,-1.802777778,-1.916666667,-3.327777778,-1.922222222,-2.072222222,-1.847222222,-1.680555556,-1.597222222,-2.477777778,-2.911111111,-1.844444444,-1.866666667,-3.761111111,-2.411111111,-2.127777778,1
-0.566502463,-0.18226601,-0.753694581,-1.389162562,-1.931034483,-0.541871921,-0.581280788,-1.837438424,-0.669950739,-0.975369458,-1.019704434,0.147783251,-0.640394089,-1.522167488,-1.81773399,-0.719211823,-0.768472906,-2.226600985,-1.103448276,-0.842364532,1
-0.558862434,-0.910714286,-0.746031746,-0.874338624,-1.826719577,-0.621693122,-0.439153439,-1.550925926,-1.091931217,-0.998677249,-1.188492063,-0.21031746,-0.978835979,-1.444444444,-1.321428571,-0.596560847,-0.622354497,-2.21494709,-1.26521164,-0.917328042,1
-0.847682119,-0.350993377,-1.013245033,-1.443708609,-2.642384106,-0.768211921,-0.735099338,-1.986754967,-1.132450331,-1.264900662,-1.165562914,0.046357616,-0.860927152,-2.19205298,-1.708609272,-0.609271523,-0.728476821,-3.079470199,-1.602649007,-1.125827815,1
-0.926966292,-0.674157303,-0.960674157,-1.601123596,-1.662921348,-0.646067416,-0.95505618,-1.640449438,-1.275280899,-0.859550562,-1.297752809,-0.140449438,-0.629213483,-1.528089888,-1.825842697,-0.752808989,-0.724719101,-2.516853933,-1.516853933,-0.898876404,1
-0.410774411,-0.461279461,-0.552188552,-1.047138047,-1.723905724,-0.417508418,-0.525252525,-1.454545455,-0.71043771,-1.063973064,-1.239057239,0.131313131,-0.986531987,-1.427609428,-1.326599327,-0.383838384,-0.457912458,-2.427609428,-0.919191919,-0.932659933,1
-0.804123711,-0.659793814,-0.896907216,-1.298969072,-1.778350515,-0.463917526,-0.711340206,-1.731958763,-0.87628866,-0.912371134,-1.067010309,-0.134020619,-0.675257732,-1.329896907,-1.31443299,-0.448453608,-0.520618557,-2.474226804,-1.118556701,-0.75257732,1
-0.910344828,-0.034482759,-0.910344828,-1.365517241,-2.296551724,-0.489655172,-0.634482759,-1.855172414,-0.827586207,-1.434482759,-1.6,0.55862069,-1.165517241,-2.234482759,-1.517241379,-0.448275862,-0.75862069,-2.868965517,-1.910344828,-1.248275862,1
-0.276056338,-0.556338028,-0.583098592,0.057746479,-2.350704225,-0.369014085,0.38028169,-1.076056338,-1.098591549,-1.763380282,-2.01971831,0.397183099,-1.053521127,-1.878873239,-0.778873239,-0.043661972,-0.614084507,-3.011267606,-1.784507042,-1.047887324,1
-0.414285714,-0.185714286,-0.857142857,-1.75,-1.5,-0.664285714,-1.164285714,-0.95,-1.1,-0.842857143,-1.1,-0.085714286,-0.585714286,-1.557142857,-1.371428571,-0.407142857,-0.578571429,-2.221428571,-1.557142857,-0.735714286,1
-0.355311355,-0.17032967,-0.600732601,-0.692307692,-1.565934066,-0.075091575,-0.128205128,-1.648351648,-0.880952381,-0.899267399,-0.769230769,0.241758242,-0.639194139,-1.551282051,-0.509157509,0.15018315,-0.212454212,-2.820512821,-1.728937729,-0.868131868,1
-1.395721925,-1.524064171,-1.604278075,-1.614973262,-2.192513369,-1.64171123,-1.294117647,-2.385026738,-1.090909091,-1.379679144,-1.743315508,-1.417112299,-1.347593583,-1.828877005,-2.368983957,-1.50802139,-1.347593583,-2.315508021,-1.647058824,-1.352941176,1
-0.246376812,-0.6563147,-0.469979296,-0.81573499,-0.652173913,-0.488612836,-0.614906832,-1.163561077,-0.149068323,-0.625258799,-0.813664596,-0.645962733,-0.221532091,-0.658385093,-0.931677019,-0.387163561,-0.488612836,-1.229813665,-0.474120083,-0.666666667,1
-0.536684783,-1.411684783,-1.788043478,-1.826086957,-2.089673913,-1.400815217,-1.548913043,-1.869565217,-1.190217391,-1.252717391,-1.421195652,-1.551630435,-1.472826087,-2.158967391,-1.788043478,-0.895380435,-0.929347826,-3.375,-2.289402174,-0.986413043,1
-0.233970754,-0.492688414,-0.525309336,-0.588301462,-0.905511811,-0.471316085,-0.476940382,-0.916760405,-0.391451069,-0.669291339,-0.939257593,-0.524184477,-0.38807649,-0.911136108,-0.640044994,-0.361079865,-0.311586052,-1.587176603,-0.692913386,-0.554555681,1
-0.713435374,-0.736394558,-0.694727891,-0.648809524,-1.548469388,-0.765306122,-0.283163265,-1.481292517,-0.736394558,-0.680272109,-1.015306122,-0.266156463,-0.56207483,-0.910714286,-1.289965986,-0.779761905,-0.674319728,-1.206632653,-0.639455782,-0.738945578,1
-0.705806452,-0.79483871,-0.669677419,-0.68,-1.627096774,-0.649032258,-0.327741935,-1.655483871,-0.732903226,-0.779354839,-1.025806452,-0.172903226,-0.655483871,-1.010322581,-1.249032258,-0.732903226,-0.678709677,-1.75483871,-0.88516129,-0.854193548,1
-0.445859873,-0.649681529,-0.598726115,-0.581740977,-1.33970276,-0.197452229,-0.259023355,-1.367303609,-0.409766454,-0.709129512,-0.86836518,-0.1507431,-0.292993631,-1.112526539,-1.053078556,-0.543524416,-0.518046709,-1.730360934,-0.876857749,-0.774946921,1
-0.478964401,-1.805825243,-2.355987055,-2.815533981,-2.640776699,-2.110032362,-2.466019417,-2.336569579,-2.029126214,-1.475728155,-1.491909385,-2.122977346,-1.226537217,-2.132686084,-3.16828479,-1.475728155,-1.368932039,-2.919093851,-2.352750809,-1.074433657,1
-0.495060373,-0.727771679,-0.852908891,-0.989023052,-0.681668496,-0.646542261,-0.647639956,-1.103183315,-0.387486279,-0.457738749,-0.508232711,-0.801317234,-0.064763996,-0.536772777,-0.680570801,-0.265642151,-0.352360044,-1.286498353,-0.733260154,-0.500548847,1
-0.335195531,-1.111731844,-1.072625698,-1.301675978,-1.413407821,-0.966480447,-0.977653631,-1.201117318,-1.039106145,-0.899441341,-0.849162011,-0.765363128,-0.608938547,-1.206703911,-1.608938547,-0.441340782,-0.592178771,-1.938547486,-1.229050279,-0.603351955,1
-1.143243243,-1.977702703,-1.704054054,-2.394594595,-2.152702703,-1.601351351,-2.039864865,-2.410810811,-1.997972973,-0.942567568,-1.1,-1.958783784,-0.87027027,-1.465540541,-2.985135135,-0.784459459,-0.993918919,-2.878378378,-1.909459459,-1.05472973,1
-0.65390625,-1.80234375,-1.7640625,-2.28125,-1.9921875,-1.42890625,-1.93046875,-1.890625,-1.8859375,-0.96953125,-1.175,-1.88359375,-0.73125,-1.5375,-2.896875,-0.72421875,-0.98828125,-2.79453125,-1.84375,-1.04296875,1
-0.735099338,0.066225166,-0.774834437,-1.854304636,-1.562913907,-0.748344371,-1.311258278,-1.231788079,-0.960264901,-1.092715232,-1.503311258,-0.013245033,-1.039735099,-1.556291391,-1.245033113,-0.450331126,-0.437086093,-2.57615894,-1.57615894,-1.086092715,1
-0.851116625,-0.153846154,-0.702233251,-1.109181141,-1.635235732,-0.339950372,-0.300248139,-2.081885856,-0.719602978,-1.096774194,-0.960297767,0.044665012,-0.689826303,-1.501240695,-1.486352357,-0.518610422,-0.727047146,-2.193548387,-1.270471464,-1.223325062,1
-0.720095694,-0.722488038,-0.607655502,-0.799043062,-1.126794258,-0.497607656,-0.523923445,-1.43062201,-0.648325359,-0.813397129,-1.031100478,-0.488038278,-0.767942584,-1.315789474,-0.78708134,-0.291866029,-0.294258373,-2.294258373,-1.06937799,-0.629186603,1
-0.06595092,-0.967791411,-0.294478528,-1.067484663,-2.01993865,0.406441718,-0.932515337,-0.898773006,-0.636503067,-1.248466258,-1.073619632,-1.001533742,0.090490798,-0.993865031,0.202453988,0.15797546,-0.095092025,-2.13803681,-1.145705521,-0.917177914,1
-0.885117493,-0.960835509,-0.934725849,-0.933420366,-2.392950392,-0.921671018,-1.22845953,-1.514360313,-0.509138381,-1.165796345,-1.296344648,-1.194516971,-0.908616188,-0.958224543,-1.483028721,-0.69843342,-0.569190601,-0.933420366,-0.532637076,-0.955613577,1
-0.292329957,1.096237337,-0.919681621,-0.147612156,-3.087554269,0.379884226,0.907380608,-1.288712012,-0.817655572,-1.800289436,-1.389290883,0.13748191,-1.169319826,-1.99276411,-0.89869754,-0.353111433,-1.010130246,-2.403762663,-1.751808973,-1.621562952,1
-0.289555972,-0.625390869,-0.440900563,-0.73358349,-2.20137586,0.153220763,-0.044402752,-1.163852408,-0.515322076,-1.256410256,-1.313946216,-0.264540338,-0.405253283,-1.629768605,0.389618512,0.138836773,-0.263289556,-2.534083802,-1.371482176,-0.903064415,1
-0.614963504,-0.574817518,-0.399635036,-0.799270073,-2.240875912,-0.260948905,-0.589416058,-1.240875912,-1.098540146,-1.45620438,-1.430656934,-0.496350365,-1.133211679,-1.436131387,-1.052919708,-0.386861314,-0.576642336,-2.408759124,-1.26459854,-1.096715328,1
-0.534375,-0.528125,-0.64375,-0.54375,-2.29375,-0.48125,-0.3,-1.215625,-1.13125,-1.478125,-1.61875,-0.325,-0.878125,-1.621875,-1.084375,-0.39375,-0.496875,-2.503125,-1.353125,-1.109375,1
-0.623543124,-0.696969697,-0.674825175,-0.75990676,-0.766899767,-0.513986014,-0.494172494,-1.365967366,-0.53962704,-0.613053613,-0.878787879,-0.537296037,-0.237762238,-0.945221445,-1.141025641,-0.447552448,-0.490675991,-1.976689977,-0.934731935,-0.613053613,1
-0.032448378,-1.371681416,-2.359882006,-2.383480826,-2.693215339,-1.749262537,-1.769911504,-1.849557522,-2.126843658,-1.96460177,-1.663716814,-2.008849558,-1.380530973,-2.557522124,-2.542772861,-1.356932153,-1.371681416,-3.16519174,-2.731563422,-1.501474926,1
-0.09375,-0.493303571,-0.292410714,-0.223214286,-2.4140625,0.3125,-0.084821429,-1.042410714,-0.649553571,-1.391741071,-1.251116071,-0.347098214,-0.652901786,-1.080357143,0.266741071,0.3984375,-0.151785714,-2.321428571,-1.4765625,-1.186383929,1
-0.289940828,-0.74556213,-0.804733728,-0.937869822,-0.576923077,-0.559171598,-0.653846154,-0.982248521,-0.467455621,-0.816568047,-1.056213018,-0.872781065,-0.609467456,-1.233727811,-1.159763314,-0.381656805,-0.428994083,-1.866863905,-0.905325444,-0.707100592,1
-1.017777778,-1.466666667,-1.266666667,-1.586666667,-1.337777778,-1.133333333,-1.164444444,-2.173333333,-0.493333333,-1.413333333,-1.342222222,-1.004444444,-0.586666667,-1.022222222,-1.755555556,-1.408888889,-1.244444444,-1.582222222,-0.897777778,-1.408888889,1
-0.47902571,-0.566982409,-0.673883627,-0.753721245,-1.441136671,-0.381596752,-0.205683356,-1.420838972,-0.741542625,-0.847090663,-0.861975643,-0.216508796,-0.600811908,-1.066305819,-1.188092016,-0.49391069,-0.472259811,-1.879566982,-0.836265223,-0.791610284,1
0.035864979,-0.708860759,-0.938818565,-1.143459916,-0.902953586,-0.679324895,-1.073839662,-0.765822785,-0.592827004,-0.991561181,-1.084388186,-1.010548523,-0.172995781,-1.244725738,-0.964135021,-0.455696203,-0.535864979,-1.497890295,-1.172995781,-0.782700422,1
-0.66802444,-0.50509165,-0.83299389,-0.692464358,-0.928716904,-0.470468432,-0.568228106,-1.637474542,-0.452138493,-1.020366599,-0.729124236,-0.67413442,-0.908350305,-1.236252546,-1,-0.33604888,-0.615071283,-1.99592668,-1.246435845,-0.934826884,1
-0.443908323,0.17490953,-0.194209891,-0.56212304,-2.510253317,1.656212304,1.724969843,-2.664656212,-0.74668275,-1.611580217,-0.644149578,1.120627262,-0.805790109,-3.139927624,-3.402895054,-0.162846803,-0.633293124,-3.774427021,-2.757539204,-1.636911942,1
-0.255230126,0.79916318,-0.259414226,-0.034867503,-2.563458856,0.765690377,1.440725244,-1.368200837,-0.984658298,-1.729428173,-1.666666667,0.874476987,-1.177126918,-2.470013947,-0.909344491,0.207810321,-0.308228731,-3.015341702,-2.061366806,-1.327754533,1
-0.5913371,-0.753295669,-0.885122411,-1.201506591,-0.308851224,-0.79472693,-0.881355932,-1.438794727,-0.38606403,-0.617702448,-1.052730697,-0.781544256,-0.097928437,-1.086629002,-1.446327684,-0.619585687,-0.555555556,-1.61393597,-0.990583804,-0.677966102,1
-0.593360996,-0.536652835,-0.607192254,-0.748271093,-0.907330567,-0.352697095,-0.199170124,-1.273858921,-0.20746888,-0.697095436,-0.993084371,-0.253112033,-0.307053942,-0.847856155,-1.123098202,-0.53526971,-0.583679115,-1.32780083,-0.557399723,-0.857538036,1
-0.34965035,-1.136363636,-0.737762238,-1.104895105,-0.601398601,-0.716783217,-0.671328671,-1.300699301,-0.818181818,-0.695804196,-0.982517483,-0.695804196,-0.332167832,-0.947552448,-1.43006993,-0.51048951,-0.660839161,-1.451048951,-0.944055944,-0.856643357,1
-0.401360544,-1.295918367,-0.523809524,-1.224489796,-1.336734694,-0.867346939,-1.340136054,-0.867346939,-0.727891156,-1.153061224,-1.040816327,-0.608843537,-0.758503401,-0.775510204,-1.744897959,-0.027210884,-0.115646259,-2.227891156,-0.982993197,-0.836734694,1
-0.675431389,-0.486442071,-0.976170912,-1.224322104,-3.487263763,0.059983566,0.125718981,-2.80115037,-1.47082991,-1.391947412,-1.210353328,-0.037797864,-1.49548069,-2.698438784,-3.765817584,-0.908792112,-1.142974528,-4.050123254,-2.518488085,-1.670501233,1
-0.216845878,-0.544802867,-0.362007168,-0.548387097,-0.761648746,-0.259856631,-0.430107527,-1.028673835,0.016129032,-0.754480287,-0.810035842,-0.573476703,-0.224014337,-0.716845878,-1.010752688,-0.417562724,-0.448028674,-0.965949821,-0.61827957,-0.777777778,1
0.452054795,0.232876712,-1.127853881,-1.689497717,-2.570776256,-0.420091324,-0.666666667,-1.146118721,-1.561643836,-1.940639269,-1.908675799,1.579908676,-1.433789954,-3.01826484,0.228310502,0.114155251,-0.114155251,-3.707762557,-2.584474886,-0.908675799,1
-0.501960784,-0.996078431,-0.741176471,-1.188235294,-1.349019608,-0.8,-1.007843137,-1.341176471,-0.701960784,-1.443137255,-1.109803922,-0.945098039,-0.890196078,-1.219607843,-0.956862745,-0.254901961,-0.423529412,-1.745098039,-1.003921569,-1.109803922,1
-0.241935484,-0.941935484,-0.629032258,-0.761290323,-1.583870968,-0.406451613,-0.132258065,-1.422580645,-0.974193548,-0.735483871,-0.95483871,0.129032258,-0.648387097,-1.238709677,-0.841935484,-0.516129032,-0.574193548,-2.316129032,-1.461290323,-0.570967742,1
-0.7,-1.13125,-0.615625,-1.121875,-1.465625,-0.5875,-0.809375,-1.85,-1.025,-0.809375,-0.675,-0.478125,-0.8375,-1.40625,-1.1625,-0.21875,-0.515625,-2.690625,-1.315625,-0.728125,1
-0.603448276,-1.586206897,-1.655172414,-1.827586207,-1.833333333,-1.16091954,-1.270114943,-2.511494253,-1.183908046,-1.431034483,-1.126436782,-1.293103448,-1.327586207,-1.454022989,-2.155172414,-1.149425287,-1.109195402,-2.545977011,-1.396551724,-1.270114943,1
-0.746753247,-0.615584416,-0.5,-0.850649351,-1.341558442,0.153246753,-0.381818182,-1.457142857,-0.512987013,-0.919480519,-0.651948052,-0.533766234,-0.350649351,-1.192207792,-0.88961039,-0.301298701,-0.479220779,-2.167532468,-1.22987013,-0.814285714,1
-1.086680761,-0.433403805,-0.604651163,-0.778012685,-1.393234672,-0.627906977,-1.014799154,-1.287526427,0.082452431,-0.961945032,-1.22832981,-0.687103594,-0.317124736,-0.372093023,-0.773784355,-0.553911205,-0.511627907,-0.412262156,-0.175475687,-1.067653277,1
-0.481519507,-0.63449692,-0.709445585,-0.782340862,-0.140657084,-0.552361396,-0.612936345,-1.092402464,-0.154004107,-0.595482546,-0.80698152,-0.554414784,-0.104722793,-0.887063655,-1.104722793,-0.368583162,-0.393223819,-1.224845996,-0.674537988,-0.64476386,1
-0.360262009,-0.858078603,-0.777292576,-0.819868996,-1.524017467,-0.658296943,-0.581877729,-1.298034935,-0.80349345,-1.243449782,-0.975982533,-0.85371179,-0.776200873,-1.246724891,-0.732532751,-0.372270742,-0.439956332,-1.826419214,-1.031659389,-0.998908297,1
-0.576923077,-1.019230769,-1.528846154,-1.480769231,-1.913461538,-1.048076923,-0.990384615,-2.259615385,-0.990384615,-1.557692308,-1.471153846,-1.163461538,-1.067307692,-1.913461538,-2.326923077,-0.903846154,-0.807692308,-2.326923077,-1.913461538,-1.346153846,1
-0.609302326,-0.376744186,-0.576744186,-0.688372093,-2.506976744,0.065116279,0.153488372,-1.730232558,-0.809302326,-1.813953488,-1.91627907,0.590697674,-0.744186047,-2.162790698,-1.097674419,-0.51627907,-1.051162791,-2.679069767,-1.679069767,-1.739534884,1
-0.278481013,-0.875949367,-0.848101266,-0.946835443,-0.567088608,-0.706329114,-0.711392405,-1.192405063,-0.296202532,-0.559493671,-0.767088608,-0.875949367,-0.417721519,-0.921518987,-1.546835443,-0.496202532,-0.640506329,-1.283544304,-0.802531646,-0.594936709,1
-0.661341853,-0.555910543,-0.993610224,-0.905750799,-1.630990415,-0.536741214,-0.372204473,-1.616613419,-0.554313099,-1.038338658,-1.151757189,-0.496805112,-0.672523962,-1.226837061,-1.241214058,-0.736421725,-0.771565495,-1.610223642,-1.057507987,-1.102236422,1
-0.703412073,-0.62992126,-0.577427822,-0.797900262,-0.905511811,-0.488188976,-0.556430446,-1.372703412,-0.480314961,-0.952755906,-0.847769029,-0.517060367,-0.398950131,-0.923884514,-1.299212598,-0.398950131,-0.611548556,-1.734908136,-0.847769029,-1.047244094,1
-0.868159204,-0.624378109,-0.465174129,-1.121890547,-1.686567164,-0.73880597,-0.947761194,-1.626865672,-0.161691542,-0.940298507,-0.791044776,-0.661691542,-0.57960199,-0.778606965,-0.910447761,-0.427860697,-0.432835821,-1.606965174,-0.42039801,-0.778606965,1
-0.307210031,-1.586206897,-2.332288401,-2,-3.012539185,-1.545454545,-1.680250784,-2.097178683,-1.971786834,-1.601880878,-1.592476489,-1.827586207,-1.4169279,-2.630094044,-2.636363636,-1.451410658,-1.335423197,-3.307210031,-2.617554859,-1.219435737,1
-0.319148936,-2.036474164,-3.17325228,-2.899696049,-3.513677812,-2.346504559,-2.516717325,-2.191489362,-2.343465046,-2.252279635,-2.021276596,-2.811550152,-2.103343465,-3.118541033,-3.094224924,-1.930091185,-1.693009119,-3.875379939,-3.294832827,-1.255319149,1
-0.292004635,-0.809965238,-0.993047509,-1.178447277,-1.723059096,-0.778679027,-0.874855156,-1.339513326,-0.76013905,-0.910776362,-0.937427578,-0.986095017,-0.860950174,-1.493626883,-1.326767092,-0.506373117,-0.652375435,-2.465816918,-1.425260718,-0.738122827,1
-0.31920904,-0.833333333,-1.04519774,-1.293785311,-2.163841808,-0.528248588,-0.929378531,-1.652542373,-0.528248588,-1.440677966,-1.242937853,-1.014124294,-0.929378531,-1.480225989,-1.528248588,-0.844632768,-0.861581921,-1.867231638,-1.262711864,-1.231638418,1
-0.135231317,-1.028469751,-0.366548043,-0.341637011,-2.551601423,-0.110320285,-0.341637011,-1.423487544,-0.772241993,-1.572953737,-1.110320285,-0.87544484,-0.708185053,-1.508896797,0.220640569,0.679715302,-0.010676157,-3,-1.722419929,-1.306049822,1
-0.873239437,-0.647887324,-0.797183099,-0.746478873,-0.645070423,-0.577464789,-0.622535211,-1.602816901,-0.135211268,-0.969014085,-1.050704225,-0.653521127,-0.65915493,-0.932394366,-1.121126761,-0.450704225,-0.673239437,-1.391549296,-0.785915493,-1.05915493,1
-2.307210031,-2.877742947,-2.793103448,-3.210031348,-3.394984326,-2.670846395,-3.435736677,-2.981191223,-2.996865204,-3.006269592,-3.344827586,-2.990595611,-3.65830721,-4.200626959,-4.548589342,-1.210031348,-1.774294671,-3.915360502,-3.94984326,-2.771159875,1
-0.342857143,-0.980952381,-1.085714286,-1.428571429,-1.80952381,-1,-0.942857143,-1.723809524,-1.419047619,-0.933333333,-1.133333333,-0.219047619,-0.742857143,-1.6,-2.133333333,-0.485714286,-0.638095238,-3.152380952,-1.657142857,-0.828571429,1
-0.436213992,-0.769547325,-0.833333333,-0.905349794,-0.259259259,-0.62345679,-0.683127572,-1.074074074,-0.358024691,-0.664609053,-0.763374486,-0.664609053,-0.189300412,-1.065843621,-1.333333333,-0.432098765,-0.514403292,-1.635802469,-0.818930041,-0.732510288,1
-0.091743119,-1.321100917,-1.183486239,-1.064220183,-2.697247706,-0.825688073,-1.23853211,-1.651376147,-0.95412844,-1.935779817,-2.04587156,-0.871559633,-0.899082569,-1.981651376,-1.605504587,-1.082568807,-1.110091743,-2.431192661,-1.724770642,-1.678899083,1
-1.136272545,-1.006012024,-0.529058116,-0.597194389,-0.753507014,-0.392785571,-0.342685371,-1.731462926,-0.721442886,-1.076152305,-1.130260521,-0.378757515,-0.468937876,-0.927855711,-1.278557114,-0.304609218,-0.565130261,-2.0501002,-0.861723447,-1.036072144,1
-0.300813008,-0.487804878,-0.718157182,-0.959349593,-0.298102981,-0.547425474,-0.731707317,-0.921409214,-0.203252033,-0.596205962,-0.98102981,-0.715447154,-0.100271003,-0.921409214,-0.894308943,-0.466124661,-0.333333333,-1.013550136,-0.62601626,-0.555555556,1
-0.273364486,-0.637850467,-1.079439252,-1.081775701,-1.135514019,-0.941588785,-0.738317757,-1.401869159,-0.572429907,-0.778037383,-1.079439252,-0.939252336,-0.469626168,-1.121495327,-1.504672897,-0.735981308,-0.740654206,-1.591121495,-1.102803738,-0.728971963,1
